550,61,
293,,
2,0,1
1,1377,
2,1377,
3,1377,
4,1377,
5,1377,
6,1377,
7,1377,
8,1377,
9,1377,
10,1377,
11,1377,
12,1377,
13,1377,
14,1377,
15,1377,
16,1377,
17,1377,
18,1377,
19,1377,
20,1377,
21,1377,
22,1377,
23,1377,
24,1377,
25,1377,
26,1377,
27,1377,
28,1377,
29,1377,
30,1377,
31,1377,
32,1377,
33,1377,
34,1377,
35,1377,
36,1377,
37,1377,
38,1377,
39,1377,
40,1377,
41,1377,
42,1377,
43,1377,
44,1377,
45,1377,
46,1377,
47,1377,
48,1377,
49,1377,
50,1377,
51,1377,
52,1377,
53,1377,
54,1377,
55,1377,
56,1377,
57,1377,
58,1377,
59,1377,
60,1377,
61,1377,
62,1377,
63,1377,
64,1377,
65,1377,
66,1377,
67,1377,
68,1377,
69,1377,
70,1377,
71,1377,
72,1377,
73,1377,
74,1377,
75,1377,
76,1377,
77,1377,
78,1377,
79,1377,
80,1377,
81,1377,
82,1377,
83,1377,
84,1377,
85,1377,
86,1377,
87,1377,
88,1377,
89,1377,
90,1377,
91,1377,
92,1377,
93,1377,
94,1377,
95,1377,
96,1377,
97,1377,
98,1377,
99,1377,
100,1377,
101,1377,
102,1377,
103,1377,
104,1377,
105,1377,
106,1377,
107,1377,
108,1377,
109,1377,
110,1377,
111,1377,
112,1377,
113,1377,
114,1377,
115,1377,
116,1377,
117,1377,
118,1377,
119,1377,
120,1377,
121,1377,
122,1377,
123,1377,
124,1377,
125,1377,
126,1377,
127,1377,
128,1377,
129,1377,
130,1377,
131,1377,
132,1377,
133,1377,
134,1377,
135,1377,
136,1377,
137,1377,
138,1377,
139,1377,
140,1377,
141,1377,
142,1377,
143,1377,
144,1377,
145,1377,
146,1377,
147,1377,
148,1377,
149,1377,
150,1377,
151,1377,
152,1377,
153,1377,
154,1377,
155,1377,
156,1377,
157,1377,
158,1377,
159,1377,
160,1377,
161,1377,
162,1377,
163,1377,
164,1377,
165,1377,
166,1377,
167,1377,
168,1377,
169,1377,
170,1377,
171,1377,
172,1377,
173,1377,
174,1377,
175,1377,
176,1377,
177,1377,
178,1377,
179,1377,
180,1377,
181,1377,
182,1377,
183,1377,
184,1377,
185,1377,
186,1377,
187,1377,
188,1377,
189,1377,
190,1377,
191,1377,
192,1377,
193,1377,
194,1377,
195,1377,
196,1377,
197,1377,
198,1377,
199,1377,
